discursos,revisao,termos,qtd_termos,Id
 Muito obrigado Presidente  Volto mais uma vez a essa tribuna para dizer que nós apresentamos o Projeto de Lei   no ano passado que aguarda obviamente os pareceres das Comissões especialmente o parecer da Comissão de Viação e Transportes Eu acredito que em breve nós teremos as Comissões instaladas Ele trata especificamente do Código de Trânsito Brasileiro e de resoluções do CONTRAN e da ANP que simplesmente proíbem que a nossa turma  e aqui vai um recado para todos do Brasil especialmente para aqueles de Minas Gerais  faça a distribuição de gás de cozinha e de água mineral  Eles não podem através dessas resoluções fazer o transporte em uma motocicleta de dois botijões de gás de cozinha ou de dois galões de  litros de água mineral Foi estabelecido que seria obrigatório que eles fizessem isso  está estabelecido em resoluções como eu disse aqui  por meio do  sidecar  ou do reboque que são absolutamente onerosos para esses empresários que têm muitos funcionários Hoje quando vão fazer entrega nos Municípios quando precisam ir ao centro da cidade ir a locais onde o fluxo de automóveis é muito grande com o  sidecar  ou o semirreboque é muito complicado estacionar nesses locais Por isso defendemos totalmente que com as adequações do INMETRO com tudo sendo regularizado eles possam transportar dois botijões de gás ou dois galões de água mineral na motocicleta Isso poderia tranquilamente acontecer Afinal se a questão a que nos referimos é o perigo se o acidente acontecer com uma moto com dois galões de água ou dois botijões de gás de cozinha o  sidecar  ou o reboque vão ter   ou  botijões ou galões  Então a minha sensibilidade é porque no momento em que vemos o preço do gás de cozinha subindo seria muito melhor que esta Casa desburocratizasse o transporte a entrega desses distribuidores que estão sofrendo lá na ponta para entregar essas questões elementares tanto o galão de água quanto o botijão de gás para as famílias Estamos tentando demonstrar que não faz sentido essa proibição porque quando oneramos o distribuidor naturalmente essa despesa vai lá para a ponta para o consumidor  Fica aqui então mais uma vez a minha defesa aos distribuidores de gás e de água Espero que possamos avançar com esse projeto e mudar a realidade que é hoje instalada pela legislação no Brasil,False,"['OBRIGADO', 'PRESIDENTE', 'VOLTO', 'VEZ', 'TRIBUNA', 'DIZER', 'APRESENTAMOS', 'PROJETO', 'LEI', 'ANO', 'PASSADO', 'AGUARDA', 'OBVIAMENTE', 'PARECERES', 'COMISSÕES', 'ESPECIALMENTE', 'PARECER', 'COMISSÃO', 'VIAÇÃO', 'TRANSPORTES', 'ACREDITO', 'BREVE', 'COMISSÕES', 'INSTALADAS', 'TRATA', 'ESPECIFICAMENTE', 'CÓDIGO', 'TRÂNSITO', 'BRASILEIRO', 'RESOLUÇÕES', 'CONTRAN', 'ANP', 'SIMPLESMENTE', 'PROÍBEM', 'TURMA', 'AQUI', 'VAI', 'RECADO', 'TODOS', 'BRASIL', 'ESPECIALMENTE', 'MINAS', 'GERAIS', 'FAÇA', 'DISTRIBUIÇÃO', 'GÁS', 'COZINHA', 'ÁGUA', 'MINERAL', 'PODEM', 'ATRAVÉS', 'DESSAS', 'RESOLUÇÕES', 'FAZER', 'TRANSPORTE', 'MOTOCICLETA', 'DOIS', 'BOTIJÕES', 'GÁS', 'COZINHA', 'DOIS', 'GALÕES', 'LITROS', 'ÁGUA', 'MINERAL', 'ESTABELECIDO', 'OBRIGATÓRIO', 'FIZESSEM', 'ESTABELECIDO', 'RESOLUÇÕES', 'DISSE', 'AQUI', 'MEIO', 'SIDECAR', 'REBOQUE', 'ABSOLUTAMENTE', 'ONEROSOS', 'EMPRESÁRIOS', 'TÊM', 'MUITOS', 'FUNCIONÁRIOS', 'HOJE', 'VÃO', 'FAZER', 'ENTREGA', 'MUNICÍPIOS', 'PRECISAM', 'IR', 'CENTRO', 'CIDADE', 'IR', 'LOCAIS', 'ONDE', 'FLUXO', 'AUTOMÓVEIS', 'GRANDE', 'SIDECAR', 'SEMIRREBOQUE', 'COMPLICADO', 'ESTACIONAR', 'NESSES', 'LOCAIS', 'DEFENDEMOS', 'TOTALMENTE', 'ADEQUAÇÕES', 'INMETRO', 'TUDO', 'SENDO', 'REGULARIZADO', 'POSSAM', 'TRANSPORTAR', 'DOIS', 'BOTIJÕES', 'GÁS', 'DOIS', 'GALÕES', 'ÁGUA', 'MINERAL', 'MOTOCICLETA', 'PODERIA', 'TRANQUILAMENTE', 'ACONTECER', 'AFINAL', 'QUESTÃO', 'REFERIMOS', 'PERIGO', 'ACIDENTE', 'ACONTECER', 'MOTO', 'DOIS', 'GALÕES', 'ÁGUA', 'DOIS', 'BOTIJÕES', 'GÁS', 'COZINHA', 'SIDECAR', 'REBOQUE', 'VÃO', 'TER', 'BOTIJÕES', 'GALÕES', 'ENTÃO', 'SENSIBILIDADE', 'PORQUE', 'MOMENTO', 'VEMOS', 'PREÇO', 'GÁS', 'COZINHA', 'SUBINDO', 'MELHOR', 'CASA', 'DESBUROCRATIZASSE', 'TRANSPORTE', 'ENTREGA', 'DESSES', 'DISTRIBUIDORES', 'SOFRENDO', 'LÁ', 'PONTA', 'ENTREGAR', 'QUESTÕES', 'ELEMENTARES', 'TANTO', 'GALÃO', 'ÁGUA', 'QUANTO', 'BOTIJÃO', 'GÁS', 'FAMÍLIAS', 'TENTANDO', 'DEMONSTRAR', 'FAZ', 'SENTIDO', 'PROIBIÇÃO', 'PORQUE', 'ONERAMOS', 'DISTRIBUIDOR', 'NATURALMENTE', 'DESPESA', 'VAI', 'LÁ', 'PONTA', 'CONSUMIDOR', 'FICA', 'AQUI', 'ENTÃO', 'VEZ', 'DEFESA', 'DISTRIBUIDORES', 'GÁS', 'ÁGUA', 'ESPERO', 'POSSAMOS', 'AVANÇAR', 'PROJETO', 'MUDAR', 'REALIDADE', 'HOJE', 'INSTALADA', 'LEGISLAÇÃO', 'BRASIL']","{'GÁS': 7, 'DOIS': 6, 'ÁGUA': 6, 'GALÕES': 4, 'BOTIJÕES': 4, 'COZINHA': 4, 'SIDECAR': 3, 'AQUI': 3, 'RESOLUÇÕES': 3, 'MINERAL': 3, 'ESTABELECIDO': 2, 'TRANSPORTE': 2, 'BRASIL': 2, 'PORQUE': 2, 'LÁ': 2, 'VAI': 2, 'PONTA': 2, 'ENTÃO': 2, 'MOTOCICLETA': 2, 'REBOQUE': 2, 'DISTRIBUIDORES': 2, 'FAZER': 2, 'ACONTECER': 2, 'IR': 2, 'LOCAIS': 2, 'HOJE': 2, 'VEZ': 2, 'VÃO': 2, 'ENTREGA': 2, 'PROJETO': 2, 'COMISSÕES': 2, 'ESPECIALMENTE': 2, 'REGULARIZADO': 1, 'QUESTÃO': 1, 'SENDO': 1, 'POSSAM': 1, 'TUDO': 1, 'INMETRO': 1, 'ADEQUAÇÕES': 1, 'VEMOS': 1, 'TRANQUILAMENTE': 1, 'MOMENTO': 1, 'TRANSPORTAR': 1, 'PODERIA': 1, 'REFERIMOS': 1, 'SENSIBILIDADE': 1, 'AFINAL': 1, 'TER': 1, 'MOTO': 1, 'PERIGO': 1, 'ACIDENTE': 1, 'OBRIGADO': 1, 'PREÇO': 1, 'FICA': 1, 'PROIBIÇÃO': 1, 'ONERAMOS': 1, 'DISTRIBUIDOR': 1, 'NATURALMENTE': 1, 'DESPESA': 1, 'CONSUMIDOR': 1, 'DEFESA': 1, 'FAZ': 1, 'ESPERO': 1, 'POSSAMOS': 1, 'AVANÇAR': 1, 'MUDAR': 1, 'REALIDADE': 1, 'INSTALADA': 1, 'SENTIDO': 1, 'DEMONSTRAR': 1, 'SUBINDO': 1, 'ENTREGAR': 1, 'MELHOR': 1, 'DEFENDEMOS': 1, 'CASA': 1, 'DESBUROCRATIZASSE': 1, 'DESSES': 1, 'SOFRENDO': 1, 'QUESTÕES': 1, 'TENTANDO': 1, 'ELEMENTARES': 1, 'TANTO': 1, 'GALÃO': 1, 'QUANTO': 1, 'BOTIJÃO': 1, 'FAMÍLIAS': 1, 'TOTALMENTE': 1, 'PRECISAM': 1, 'NESSES': 1, 'ESTACIONAR': 1, 'TURMA': 1, 'PROÍBEM': 1, 'SIMPLESMENTE': 1, 'ANP': 1, 'CONTRAN': 1, 'BRASILEIRO': 1, 'TRÂNSITO': 1, 'CÓDIGO': 1, 'ESPECIFICAMENTE': 1, 'TRATA': 1, 'INSTALADAS': 1, 'BREVE': 1, 'ACREDITO': 1, 'TRANSPORTES': 1, 'VIAÇÃO': 1, 'COMISSÃO': 1, 'PARECER': 1, 'PARECERES': 1, 'OBVIAMENTE': 1, 'AGUARDA': 1, 'PASSADO': 1, 'ANO': 1, 'LEI': 1, 'APRESENTAMOS': 1, 'DIZER': 1, 'TRIBUNA': 1, 'VOLTO': 1, 'RECADO': 1, 'TODOS': 1, 'MINAS': 1, 'TÊM': 1, 'COMPLICADO': 1, 'SEMIRREBOQUE': 1, 'GRANDE': 1, 'AUTOMÓVEIS': 1, 'FLUXO': 1, 'ONDE': 1, 'CIDADE': 1, 'CENTRO': 1, 'PRESIDENTE': 1, 'MUNICÍPIOS': 1, 'FUNCIONÁRIOS': 1, 'MUITOS': 1, 'EMPRESÁRIOS': 1, 'GERAIS': 1, 'ONEROSOS': 1, 'ABSOLUTAMENTE': 1, 'MEIO': 1, 'DISSE': 1, 'FIZESSEM': 1, 'OBRIGATÓRIO': 1, 'LITROS': 1, 'DESSAS': 1, 'ATRAVÉS': 1, 'PODEM': 1, 'DISTRIBUIÇÃO': 1, 'FAÇA': 1, 'LEGISLAÇÃO': 1}",nI3nQ553461nS25nO3
 Presidente nós da Oposição estamos defendendo a derrubada desse veto porque esse veto do Presidente da República retira da Lei Orçamentária de  recursos postos por este Parlamento para a educação para a saúde para a assistência social para a agricultura para o meio ambiente para a ciência como foi citado pelo Parlamentar que me antecedeu  Portanto é impressionante que a regra do teto de gastos seja parâmetro para um governo vetar recursos nesses setores mas o Governo a todo momento manda uma PEC para esta Casa para furar o teto para as suas ações eleitoreiras E a população brasileira está sendo submetida cada vez mais à perda da qualidade dos serviços públicos porque o Governo Bolsonaro desmonta a administração pública desmonta o Estado brasileiro  A população por um lado sofre o impacto da redução dos serviços públicos por outro lado sofre o impacto da carestia da perda de poder aquisitivo dos salários do aumento do gasto familiar com o botijão de gás com a gasolina A política econômica e a gestão orçamentária desse Governo são um escândalo são um ataque aos direitos mais elementares da população brasileira principalmente das pessoas que mais precisam  A dona de casa chefe de família o trabalhador chefe de família sabe que está difícil manter a mesa com os alimentos básicos para os seus filhos e suas filhas para sua família  Por isso nós temos que garantir esses recursos orçamentários Para isso nós temos que derrubar o veto do Presidente da República  table width=%  O SR AFONSO FLORENCE  BlocoPT  B   para que a administração pública tenha os recursos necessários para prover na saúde como eu disse na ciência na educação e em outras rubricas orçamentárias  A responsabilidade pelo sofrimento do povo brasileiro tem só um responsável um nome Jair Bolsonaro  Obrigado Presidente,False,"['PRESIDENTE', 'OPOSIÇÃO', 'DEFENDENDO', 'DERRUBADA', 'DESSE', 'VETO', 'PORQUE', 'VETO', 'PRESIDENTE', 'REPÚBLICA', 'RETIRA', 'LEI', 'ORÇAMENTÁRIA', 'RECURSOS', 'POSTOS', 'PARLAMENTO', 'EDUCAÇÃO', 'SAÚDE', 'ASSISTÊNCIA', 'SOCIAL', 'AGRICULTURA', 'MEIO', 'AMBIENTE', 'CIÊNCIA', 'CITADO', 'PARLAMENTAR', 'ANTECEDEU', 'PORTANTO', 'IMPRESSIONANTE', 'REGRA', 'TETO', 'GASTOS', 'PARÂMETRO', 'GOVERNO', 'VETAR', 'RECURSOS', 'NESSES', 'SETORES', 'GOVERNO', 'TODO', 'MOMENTO', 'MANDA', 'PEC', 'CASA', 'FURAR', 'TETO', 'AÇÕES', 'ELEITOREIRAS', 'POPULAÇÃO', 'BRASILEIRA', 'SENDO', 'SUBMETIDA', 'CADA', 'VEZ', 'PERDA', 'QUALIDADE', 'SERVIÇOS', 'PÚBLICOS', 'PORQUE', 'GOVERNO', 'BOLSONARO', 'DESMONTA', 'ADMINISTRAÇÃO', 'PÚBLICA', 'DESMONTA', 'ESTADO', 'BRASILEIRO', 'POPULAÇÃO', 'LADO', 'SOFRE', 'IMPACTO', 'REDUÇÃO', 'SERVIÇOS', 'PÚBLICOS', 'OUTRO', 'LADO', 'SOFRE', 'IMPACTO', 'CARESTIA', 'PERDA', 'PODER', 'AQUISITIVO', 'SALÁRIOS', 'AUMENTO', 'GASTO', 'FAMILIAR', 'BOTIJÃO', 'GÁS', 'GASOLINA', 'POLÍTICA', 'ECONÔMICA', 'GESTÃO', 'ORÇAMENTÁRIA', 'DESSE', 'GOVERNO', 'ESCÂNDALO', 'ATAQUE', 'DIREITOS', 'ELEMENTARES', 'POPULAÇÃO', 'BRASILEIRA', 'PRINCIPALMENTE', 'PESSOAS', 'PRECISAM', 'DONA', 'CASA', 'CHEFE', 'FAMÍLIA', 'TRABALHADOR', 'CHEFE', 'FAMÍLIA', 'SABE', 'DIFÍCIL', 'MANTER', 'MESA', 'ALIMENTOS', 'BÁSICOS', 'FILHOS', 'FILHAS', 'FAMÍLIA', 'GARANTIR', 'RECURSOS', 'ORÇAMENTÁRIOS', 'DERRUBAR', 'VETO', 'PRESIDENTE', 'REPÚBLICA', 'TABLE', 'WIDTH=%', 'SR', 'AFONSO', 'FLORENCE', 'BLOCOPT', 'B', 'ADMINISTRAÇÃO', 'PÚBLICA', 'RECURSOS', 'NECESSÁRIOS', 'PROVER', 'SAÚDE', 'DISSE', 'CIÊNCIA', 'EDUCAÇÃO', 'OUTRAS', 'RUBRICAS', 'ORÇAMENTÁRIAS', 'RESPONSABILIDADE', 'SOFRIMENTO', 'POVO', 'BRASILEIRO', 'RESPONSÁVEL', 'NOME', 'JAIR', 'BOLSONARO', 'OBRIGADO', 'PRESIDENTE']","{'PRESIDENTE': 4, 'GOVERNO': 4, 'RECURSOS': 4, 'FAMÍLIA': 3, 'VETO': 3, 'POPULAÇÃO': 3, 'BOLSONARO': 2, 'CASA': 2, 'BRASILEIRA': 2, 'PERDA': 2, 'SERVIÇOS': 2, 'PÚBLICOS': 2, 'DESMONTA': 2, 'CIÊNCIA': 2, 'ADMINISTRAÇÃO': 2, 'PÚBLICA': 2, 'BRASILEIRO': 2, 'SOFRE': 2, 'IMPACTO': 2, 'CHEFE': 2, 'TETO': 2, 'LADO': 2, 'DESSE': 2, 'PORQUE': 2, 'EDUCAÇÃO': 2, 'ORÇAMENTÁRIA': 2, 'REPÚBLICA': 2, 'SAÚDE': 2, 'ELEMENTARES': 1, 'TRABALHADOR': 1, 'ALIMENTOS': 1, 'GESTÃO': 1, 'MESA': 1, 'MANTER': 1, 'ESCÂNDALO': 1, 'DIFÍCIL': 1, 'SABE': 1, 'ATAQUE': 1, 'PRINCIPALMENTE': 1, 'DEFENDENDO': 1, 'DIREITOS': 1, 'BÁSICOS': 1, 'DERRUBADA': 1, 'DONA': 1, 'PRECISAM': 1, 'PESSOAS': 1, 'CITADO': 1, 'FILHOS': 1, 'POLÍTICA': 1, 'PROVER': 1, 'JAIR': 1, 'NOME': 1, 'RESPONSÁVEL': 1, 'POVO': 1, 'SOFRIMENTO': 1, 'RESPONSABILIDADE': 1, 'ORÇAMENTÁRIAS': 1, 'RUBRICAS': 1, 'OUTRAS': 1, 'DISSE': 1, 'NECESSÁRIOS': 1, 'FILHAS': 1, 'B': 1, 'BLOCOPT': 1, 'FLORENCE': 1, 'AFONSO': 1, 'SR': 1, 'WIDTH=%': 1, 'TABLE': 1, 'DERRUBAR': 1, 'ORÇAMENTÁRIOS': 1, 'GARANTIR': 1, 'ECONÔMICA': 1, 'FAMILIAR': 1, 'GASOLINA': 1, 'ASSISTÊNCIA': 1, 'ELEITOREIRAS': 1, 'AÇÕES': 1, 'FURAR': 1, 'AGRICULTURA': 1, 'PEC': 1, 'MANDA': 1, 'MOMENTO': 1, 'TODO': 1, 'SETORES': 1, 'NESSES': 1, 'VETAR': 1, 'MEIO': 1, 'PARÂMETRO': 1, 'GASTOS': 1, 'AMBIENTE': 1, 'REGRA': 1, 'IMPRESSIONANTE': 1, 'PORTANTO': 1, 'ANTECEDEU': 1, 'SOCIAL': 1, 'SENDO': 1, 'GÁS': 1, 'SUBMETIDA': 1, 'BOTIJÃO': 1, 'PARLAMENTAR': 1, 'GASTO': 1, 'AUMENTO': 1, 'SALÁRIOS': 1, 'AQUISITIVO': 1, 'PODER': 1, 'CARESTIA': 1, 'OUTRO': 1, 'REDUÇÃO': 1, 'OPOSIÇÃO': 1, 'ESTADO': 1, 'RETIRA': 1, 'LEI': 1, 'POSTOS': 1, 'PARLAMENTO': 1, 'QUALIDADE': 1, 'VEZ': 1, 'CADA': 1, 'OBRIGADO': 1}",nI33nQ0nS013nO0
 Povo brasileiro eles têm método  Bolsonaro vai tomar  Mas por que tanto ódio de Bolsonaro Por que Anitta e companhia se reúnem no Lollapalooza para mandar o Presidente da República tomar naquele lugar Todo mundo está pensando  É uma paixão pelo Lula que eles têm É um amor pela corrupção que eles têm  Mas é mais do que isso é uma paixão que eles têm pelo dinheiro público   Por que mandaram Bolsonaro tomar Porque a empresa que faz o Lollapalooza levou do dinheiro público  do seu dinheiro otário Povo brasileiro otário  do nosso dinheiro mais de R$ fora os patrocínios  Isso é dinheiro público E a metade eles colocavam no bolso Agora com Bolsonaro a graninha acabou A teta da Rouanet secou Aí eles estão mandando o Presidente tomar  Bolsonaro vai tomar porque você tirou a minha chupetinha do dinheiro público que o PT e que Lula me davam Agora que você não me dá eu vou mandar você tomar Eu vou mandar você tomar  Lollapalooza quem diz agora sou eu vai tomar vergonha na cara vai fazer evento particular com dinheiro particular e não com dinheiro público Quem quiser mamata de Lollapalooza com dinheiro público vota em Lula quem quiser dinheiro público em hospitais em escola em segurança vota em Bolsonaro e os manda tomarem  Sr Presidente o segundo assunto que trago a esta tribuna é para parabenizar a CADEESO a Convenção Evangélica das Assembleias de Deus do Estado do Espírito Santo e Outros que na sua última convenção teve a alegria de eleger o Pastor Arnaldo Candeias um homem de paz um homem conselheiro um homem amigo um homem cortês e ponderado como o novo líder o novo presidente da nossa CADEESO  Aliás eu tenho orgulho de dizer que ali começou a minha carreira ministerial a minha história ministerial Eu fui ordenado ao santo Evangelho como ministro do Evangelho pela CADEESO aos  anos de idade Fui naquele momento o ministro mais novo das Assembleias de Deus do Brasil  Mas a carreira do Pastor Arnaldo Candeias é marcada por grandes vitórias  graças a Deus Ele foi consagrado em  como diácono Foi preparado para o santo presbitério em  E já  anos depois ingressou na CADEESO como evangelista Sete anos depois em  o Pastor Arnaldo Candeias foi levado ao ministério pastoral Ele exerceu várias funções na CADEESO mas nunca quis a presidência daquela importante convenção No entanto chegou a hora Mesmo com a sua idade já avançada mas ainda no auge da sua experiência e também no auge da sua saúde ele não teve como fugir dessa responsabilidade E os nossos companheiros da nossa CADEESO se uniram para eleger o Pastor Arnaldo Candeias com presidente desta grande convenção   Desta tribuna diante dos Deputados que aqui estão eu quero parabenizar a CADEESO pela brilhante escolha do Pastor Arnaldo Candeias e parabenizar também toda a mesa diretora que foi eleita para esses próximos anos para glorificar a Deus e para liderar esta nobre e esta grandiosíssima convenção a nossa a minha querida CADEESO  Parabéns a todos os membros da CADEESO,False,"['POVO', 'BRASILEIRO', 'TÊM', 'MÉTODO', 'BOLSONARO', 'VAI', 'TOMAR', 'TANTO', 'ÓDIO', 'BOLSONARO', 'ANITTA', 'COMPANHIA', 'REÚNEM', 'LOLLAPALOOZA', 'MANDAR', 'PRESIDENTE', 'REPÚBLICA', 'TOMAR', 'NAQUELE', 'LUGAR', 'TODO', 'MUNDO', 'PENSANDO', 'PAIXÃO', 'LULA', 'TÊM', 'AMOR', 'CORRUPÇÃO', 'TÊM', 'PAIXÃO', 'TÊM', 'DINHEIRO', 'PÚBLICO', 'MANDARAM', 'BOLSONARO', 'TOMAR', 'PORQUE', 'EMPRESA', 'FAZ', 'LOLLAPALOOZA', 'LEVOU', 'DINHEIRO', 'PÚBLICO', 'DINHEIRO', 'OTÁRIO', 'POVO', 'BRASILEIRO', 'OTÁRIO', 'DINHEIRO', 'R$', 'PATROCÍNIOS', 'DINHEIRO', 'PÚBLICO', 'METADE', 'COLOCAVAM', 'BOLSO', 'AGORA', 'BOLSONARO', 'GRANINHA', 'ACABOU', 'TETA', 'ROUANET', 'SECOU', 'AÍ', 'MANDANDO', 'PRESIDENTE', 'TOMAR', 'BOLSONARO', 'VAI', 'TOMAR', 'PORQUE', 'TIROU', 'CHUPETINHA', 'DINHEIRO', 'PÚBLICO', 'PT', 'LULA', 'DAVAM', 'AGORA', 'DÁ', 'VOU', 'MANDAR', 'TOMAR', 'VOU', 'MANDAR', 'TOMAR', 'LOLLAPALOOZA', 'DIZ', 'AGORA', 'VAI', 'TOMAR', 'VERGONHA', 'CARA', 'VAI', 'FAZER', 'EVENTO', 'PARTICULAR', 'DINHEIRO', 'PARTICULAR', 'DINHEIRO', 'PÚBLICO', 'QUISER', 'MAMATA', 'LOLLAPALOOZA', 'DINHEIRO', 'PÚBLICO', 'VOTA', 'LULA', 'QUISER', 'DINHEIRO', 'PÚBLICO', 'HOSPITAIS', 'ESCOLA', 'SEGURANÇA', 'VOTA', 'BOLSONARO', 'MANDA', 'TOMAREM', 'SR', 'PRESIDENTE', 'SEGUNDO', 'ASSUNTO', 'TRAGO', 'TRIBUNA', 'PARABENIZAR', 'CADEESO', 'CONVENÇÃO', 'EVANGÉLICA', 'ASSEMBLEIAS', 'DEUS', 'ESTADO', 'ESPÍRITO', 'SANTO', 'OUTROS', 'ÚLTIMA', 'CONVENÇÃO', 'ALEGRIA', 'ELEGER', 'PASTOR', 'ARNALDO', 'CANDEIAS', 'HOMEM', 'PAZ', 'HOMEM', 'CONSELHEIRO', 'HOMEM', 'AMIGO', 'HOMEM', 'CORTÊS', 'PONDERADO', 'NOVO', 'LÍDER', 'NOVO', 'PRESIDENTE', 'CADEESO', 'ALIÁS', 'ORGULHO', 'DIZER', 'ALI', 'COMEÇOU', 'CARREIRA', 'MINISTERIAL', 'HISTÓRIA', 'MINISTERIAL', 'ORDENADO', 'SANTO', 'EVANGELHO', 'MINISTRO', 'EVANGELHO', 'CADEESO', 'ANOS', 'IDADE', 'NAQUELE', 'MOMENTO', 'MINISTRO', 'NOVO', 'ASSEMBLEIAS', 'DEUS', 'BRASIL', 'CARREIRA', 'PASTOR', 'ARNALDO', 'CANDEIAS', 'MARCADA', 'GRANDES', 'VITÓRIAS', 'GRAÇAS', 'DEUS', 'CONSAGRADO', 'DIÁCONO', 'PREPARADO', 'SANTO', 'PRESBITÉRIO', 'ANOS', 'INGRESSOU', 'CADEESO', 'EVANGELISTA', 'SETE', 'ANOS', 'PASTOR', 'ARNALDO', 'CANDEIAS', 'LEVADO', 'MINISTÉRIO', 'PASTORAL', 'EXERCEU', 'VÁRIAS', 'FUNÇÕES', 'CADEESO', 'NUNCA', 'QUIS', 'PRESIDÊNCIA', 'DAQUELA', 'IMPORTANTE', 'CONVENÇÃO', 'ENTANTO', 'CHEGOU', 'HORA', 'IDADE', 'AVANÇADA', 'AINDA', 'AUGE', 'EXPERIÊNCIA', 'AUGE', 'SAÚDE', 'FUGIR', 'DESSA', 'RESPONSABILIDADE', 'COMPANHEIROS', 'CADEESO', 'UNIRAM', 'ELEGER', 'PASTOR', 'ARNALDO', 'CANDEIAS', 'PRESIDENTE', 'DESTA', 'GRANDE', 'CONVENÇÃO', 'DESTA', 'TRIBUNA', 'DIANTE', 'DEPUTADOS', 'AQUI', 'QUERO', 'PARABENIZAR', 'CADEESO', 'BRILHANTE', 'ESCOLHA', 'PASTOR', 'ARNALDO', 'CANDEIAS', 'PARABENIZAR', 'TODA', 'MESA', 'DIRETORA', 'ELEITA', 'PRÓXIMOS', 'ANOS', 'GLORIFICAR', 'DEUS', 'LIDERAR', 'NOBRE', 'GRANDIOSÍSSIMA', 'CONVENÇÃO', 'QUERIDA', 'CADEESO', 'PARABÉNS', 'TODOS', 'MEMBROS', 'CADEESO']","{'DINHEIRO': 10, 'CADEESO': 9, 'TOMAR': 8, 'PÚBLICO': 7, 'BOLSONARO': 6, 'PASTOR': 5, 'ARNALDO': 5, 'CANDEIAS': 5, 'CONVENÇÃO': 5, 'PRESIDENTE': 5, 'LOLLAPALOOZA': 4, 'DEUS': 4, 'HOMEM': 4, 'ANOS': 4, 'VAI': 4, 'TÊM': 4, 'PARABENIZAR': 3, 'NOVO': 3, 'AGORA': 3, 'LULA': 3, 'SANTO': 3, 'MANDAR': 3, 'TRIBUNA': 2, 'VOTA': 2, 'QUISER': 2, 'PARTICULAR': 2, 'ASSEMBLEIAS': 2, 'POVO': 2, 'BRASILEIRO': 2, 'CARREIRA': 2, 'MINISTERIAL': 2, 'EVANGELHO': 2, 'MINISTRO': 2, 'IDADE': 2, 'AUGE': 2, 'DESTA': 2, 'VOU': 2, 'ELEGER': 2, 'OTÁRIO': 2, 'PAIXÃO': 2, 'NAQUELE': 2, 'PORQUE': 2, 'FUNÇÕES': 1, 'MINISTÉRIO': 1, 'PASTORAL': 1, 'EXERCEU': 1, 'VÁRIAS': 1, 'QUIS': 1, 'NUNCA': 1, 'SETE': 1, 'PRESIDÊNCIA': 1, 'DAQUELA': 1, 'IMPORTANTE': 1, 'ENTANTO': 1, 'LEVADO': 1, 'BOLSO': 1, 'CHEGOU': 1, 'INGRESSOU': 1, 'PRESBITÉRIO': 1, 'PREPARADO': 1, 'DIÁCONO': 1, 'CONSAGRADO': 1, 'GRAÇAS': 1, 'VITÓRIAS': 1, 'GRANDES': 1, 'MARCADA': 1, 'BRASIL': 1, 'MOMENTO': 1, 'ÓDIO': 1, 'ANITTA': 1, 'EVANGELISTA': 1, 'HORA': 1, 'REÚNEM': 1, 'AVANÇADA': 1, 'TODOS': 1, 'PARABÉNS': 1, 'QUERIDA': 1, 'GRANDIOSÍSSIMA': 1, 'NOBRE': 1, 'LIDERAR': 1, 'GLORIFICAR': 1, 'PRÓXIMOS': 1, 'ELEITA': 1, 'DIRETORA': 1, 'MESA': 1, 'TODA': 1, 'ESCOLHA': 1, 'BRILHANTE': 1, 'QUERO': 1, 'AQUI': 1, 'DEPUTADOS': 1, 'DIANTE': 1, 'GRANDE': 1, 'MÉTODO': 1, 'UNIRAM': 1, 'COMPANHEIROS': 1, 'RESPONSABILIDADE': 1, 'DESSA': 1, 'FUGIR': 1, 'SAÚDE': 1, 'EXPERIÊNCIA': 1, 'TANTO': 1, 'AINDA': 1, 'COMPANHIA': 1, 'HISTÓRIA': 1, 'ORDENADO': 1, 'ASSUNTO': 1, 'SR': 1, 'TOMAREM': 1, 'MANDA': 1, 'SEGURANÇA': 1, 'ESCOLA': 1, 'HOSPITAIS': 1, 'R$': 1, 'MAMATA': 1, 'PATROCÍNIOS': 1, 'METADE': 1, 'EVENTO': 1, 'FAZER': 1, 'CARA': 1, 'VERGONHA': 1, 'DIZ': 1, 'COLOCAVAM': 1, 'DÁ': 1, 'DAVAM': 1, 'PT': 1, 'CHUPETINHA': 1, 'TIROU': 1, 'MANDANDO': 1, 'AÍ': 1, 'SECOU': 1, 'ROUANET': 1, 'TETA': 1, 'ACABOU': 1, 'SEGUNDO': 1, 'TRAGO': 1, 'GRANINHA': 1, 'LEVOU': 1, 'REPÚBLICA': 1, 'COMEÇOU': 1, 'ALI': 1, 'DIZER': 1, 'ORGULHO': 1, 'ALIÁS': 1, 'LÍDER': 1, 'LUGAR': 1, 'PONDERADO': 1, 'CORTÊS': 1, 'AMIGO': 1, 'CONSELHEIRO': 1, 'PAZ': 1, 'TODO': 1, 'MUNDO': 1, 'PENSANDO': 1, 'AMOR': 1, 'ALEGRIA': 1, 'ÚLTIMA': 1, 'OUTROS': 1, 'CORRUPÇÃO': 1, 'ESPÍRITO': 1, 'ESTADO': 1, 'MANDARAM': 1, 'EVANGÉLICA': 1, 'EMPRESA': 1, 'FAZ': 1, 'MEMBROS': 1}",nI4nQ553448nS25nO4
